x [nm],y [nm],BG,I,Frame,Length,z [nm],Photons,Lateral Localization Accuracy [nm]
2966.3,10738.2,508.0994,74888.94531,1155,6,-89.8411,16704.42683,1.91948
2968.5,10738.7,352.13135,164429.8125,4504,7,-119.796,36292.35515,1.26981
2964.6,10749,302.66162,36345.53125,7788,3,-85.4257,8077.63394,2.99121
2963.4,10751.5,430.89374,55047.87891,7008,4,-54.4265,11904.23037,2.27548
2958,10752.9,382.1738,21232.83594,7005,2,-71.5238,4615.09857,3.77256
2965.4,10790.6,297.95734,11861.91895,5477,1,-270.542,2708.34724,6.32451
2958.2,10807.1,813.9563,46928.17969,115,4,-48,8240.60237,3.30649
2962.1,10803.2,529.27692,215926.7031,1340,12,-159.219,46594.74415,1.16719
2966.2,10843.1,382.93747,12742.23535,6572,1,-46.5667,2797.84483,4.68734
2966.9,10861.3,313.25061,27892.45703,7161,2,-63.4644,6156.00222,3.28572
2899.4,14873.7,493.64706,51753.9375,1701,4,193.585,11427.87925,2.35605
2854.7,17455.2,329.26517,24617.11133,8551,3,148.976,5460.81733,3.29127
2018.8,20312.6,321.8638,45555.38672,4588,3,-332.183,10251.49243,3.38996
1748.8,25312.2,318.59518,10300.16797,9467,1,444.12,2204.79618,5.72212
1753.4,25302.6,296.88794,8346.80176,9512,1,345.19,1866.31335,5.47366
1662.6,27733,410.75146,69275.78125,717,5,124.349,15363.35551,1.91137
1639.9,29859.9,339.15375,102988.0781,6490,4,469.774,23406.14406,1.73585
1948.6,29903.6,450.85345,28270.12891,462,1,176.72,6157.87119,2.9407
2026.3,21583.8,426.13107,24636.41211,1210,1,225.938,5412.47549,3.27124
2312.4,21934,381.19125,151301.5313,9896,5,503.464,33628.28135,1.28857
2667.8,25257.3,577.29199,32307.55664,169,2,-137,7084.003,3.2409
2678.5,25265.3,327.79999,45414,3732,2,-202.25,10156.43467,2.59635
1956,29905.2,464.80673,29542.83203,465,1,74.7623,6789.28225,2.66937
2216.1,32457.3,456.79974,8854.00879,253,1,181.797,1893.27783,6.73552
2690.1,30849.6,291.24512,6118.87207,4877,1,223.528,1406.47497,6.47178
2719.6,22712.6,326.37262,55926.05078,9585,4,605.549,12298.75776,2.8984
2719.8,22713,321.66623,52276,9607,4,592.561,11845.18479,2.87496
2727.4,22706.6,323.66882,31669.26172,9592,2,594.871,7048.52578,3.53945
2832.6,17471.6,346.63458,21487.26953,8562,2,151.448,4842.04849,3.24342
2841.1,17473.1,325.13422,17509.28906,8555,2,128.148,3942.9572,3.88186
2842.1,17468.2,305.00308,43931.62109,8565,5,157.577,9875.01451,2.38009
2851.3,17467,306.45102,24657.17578,8558,3,130.277,5501.58177,3.24104
2869.9,17609.9,330.26001,24313,5981,2,146.21,5408.11455,2.95426
2913.8,17457.8,390.20123,21191.9375,1969,2,117.043,4747.49705,3.46256
2935.6,22012,400.53796,27205.17188,3553,1,296.195,5933.18704,2.99928
2927.2,22015,415.80228,23699.91992,3544,1,271.915,5208.31972,3.20063
2936,22019.1,380.35803,90297.875,3547,4,298.008,19769.89735,1.64709
2939.2,22018.3,369.58737,55591.32813,3555,3,285.257,12176.66834,2.14553
2916,22023.9,399.94135,47049.10547,3541,2,303.822,10450.99452,2.3328
2729.7,22708.9,321.36969,59231.94922,9602,4,601.331,13336.40668,2.68926
2787.4,27703.5,333.08084,8244.1709,2798,1,269.232,1861.16451,6.56452
2791.6,27687.3,336.60532,10021.81348,2800,1,287.23,2222.23024,5.7707
2793.3,27688.2,320.66989,72861.76563,4810,5,342.087,16164.09843,2.04919
2969.4,10821.4,326.88809,48296.67188,5920,4,-118.212,10715.3138,2.61528
3968.7,4825.4,463.09253,53482.28125,723,3,-183.621,11735.15418,2.43135
4204.5,3722.6,285.4144,13132.2793,6483,2,155.547,2945.66497,4.24412
3991.6,4853.6,465.28668,12240.96582,727,1,-235.602,2755.21269,5.84604
3934.8,4985.6,387.61279,10203.67969,5023,1,212.669,2277.2626,4.92923
3961.9,4986.5,342.77145,9396.99902,2650,1,292.402,2031.46646,6.62613
3936.7,4996.2,360.59882,22739.05859,5020,2,165.604,5153.26019,3.30424
4230.2,7335.8,402.3277,34122.32031,4535,2,368.43,7224.51258,3.29235
4219.2,7340.7,387.25281,20240.09766,4539,1,383.459,4213.35771,4.22984
4214.2,7341.4,394.56396,63082.98047,4541,4,293.474,12632.94894,2.32631
4218.3,7349.1,496.61429,35440,822,2,366.87,7266.86755,3.7869
5075,7418.3,515.44434,77419.03125,3097,5,-70.0691,17462.61596,1.97393
5103.7,7392.3,393.33466,69652.42969,6145,5,-103.966,15393.41241,2.16779
5085.8,7478.8,395.90878,191673.9063,7064,12,-1.61028,42310.69442,1.21749
5119.2,7464.5,391.19302,6523.17432,5935,1,149.137,1438.27269,6.27329
5131.8,7414.4,537.76392,11917.90137,1637,1,-68.7187,2791.28363,5.21099
5136.9,6456.7,472.49054,16466.47461,2902,2,-34.8728,3858.30538,4.54205
5131.4,7421.8,828.72693,408336.625,359,15,-63.7202,93292.04469,0.81129
5133,7474.3,365.58023,13110.98828,5926,2,157.928,2888.46857,4.71161
5142.4,7460,385.19724,171109.9219,5960,13,99.7203,39061.26332,1.17639
5119.6,7474.9,474.58112,12254.47168,2454,1,-34.4,2853.01599,5.0004
5142.4,7459.7,580.36102,15927.97461,1800,1,90.6012,3709.88604,4.33792
5147.8,7469.5,515.58221,17770.44531,2676,1,83.9059,4013.67618,3.68392
5144.5,7477,464.14258,58847.17969,7921,5,112.188,13715.66637,2.15824
5148.5,7476.8,335.92432,21457.7832,5921,2,70.811,4844.46843,3.37068
5153.6,6429.6,612.85443,9584.63965,1290,1,-55.9278,2170.73806,5.45363
5153.2,6430.2,553.70813,87857.78125,2905,6,-13.8758,19573.57972,1.65467
5158,6437.1,709.02197,98802.69531,1495,6,-43.0223,22461.33052,1.61802
5158.4,7269.3,301.74792,25953.64453,6872,2,-29.8372,5740.61157,3.39463
5155.5,7383.4,328.9711,72908.05469,9028,5,-56.5722,16288.61917,2.12897
5158.7,6431.9,656.37848,44728.61719,1286,3,-29.9844,10165.77912,2.46269
5157.8,7448.6,395.20074,418116.6875,5941,17,57.2773,97350.60109,0.69827
5155.6,7463.4,374.33594,6816.60156,5924,1,203.881,1592.9747,6.53688
5159.3,7457.3,508.28558,15712.86035,2674,1,51.8671,3620.16099,4.04813
5160.9,7245.2,516.08118,10393.96973,2720,1,-24.6896,2334.46933,5.36436
5162.9,7460.5,641.70496,81176.96875,3061,5,23.9671,18799.77663,1.87699
5162.9,7481.2,387.85919,143944.6719,5703,9,115.728,32594.54224,1.21906
5183.5,7217.1,404.81689,190492,5175,13,-39.0617,41692.83879,1.15527
5193.8,7232.4,369.53458,74981.45313,7716,5,-41.8408,16310.94239,2.01275
5176.1,7273.6,465.11719,15249.07031,4218,1,11.1148,3491.16811,4.20608
5195.6,7268.8,452.85916,18547.85938,7389,2,17.7323,4033.28208,4.64962
5181.1,7281.1,561.33441,85138.54688,2116,6,-77.9626,19385.54,1.87558
5199,7297,479.65784,56325.62891,1740,4,-92.6208,12561.26663,2.36572
5202,4038.5,436.85669,30391.03125,676,2,-150.855,6686.06537,3.25907
5202.5,7245.9,362.99841,53901.89844,5287,4,-39.6525,12004.05555,2.36908
5200.2,7280.1,358.40485,16796.83008,7712,1,-86.9194,3823.23422,4.49273
5190.2,7387.6,320.33127,33744.8125,9720,2,-12.2405,7517.39847,3.09646
5168,7394.5,328.67288,43125.24609,9864,3,-104.536,9818.38255,3.2002
5170.9,7414,309.47891,249987.6719,9723,12,-46.1025,56321.9897,1.12815
5182.8,7407.6,367.4621,23215.89453,3421,2,9.09758,5318.22691,3.3869
5184.4,7424.4,1028.11963,42315.03125,146,3,106,9863.07532,2.83774
5187.7,7435.9,381.09271,137744.7344,8206,8,23.1845,30649.4719,1.39214
5196,7437.8,557.98541,390532.0313,741,13,20.4679,89745.32,0.77514
5184.5,7444.4,418.60379,269889.5625,6791,11,-20.4642,60062.92926,1.00291
5203.2,7441.1,476.62143,116778.1797,4962,9,28.3564,26706.47763,1.45971
5204.9,7421.7,383.59482,185930.2969,4851,10,27.9687,42848.35899,1.08142
5205,7444.7,321.37939,70129.32813,8185,6,45.377,15870.05838,1.89295
5192.2,7449.7,297.83878,7785.03076,9281,1,135.563,1771.66755,5.44752
5171.8,7453,396.10507,71712.24219,5757,6,45.9869,16430.97287,1.84118
5206.5,7295.5,424.97455,86257.03906,2436,5,23.2509,19717.22405,1.68706
5206.3,7296.7,528.28406,154936.9844,4378,10,4.28347,35753.7167,1.27778
5210.4,7298.5,544.78998,21875.16016,3205,1,-84.1778,4941.79869,3.6549
5210.7,7421.1,348.36865,106391.2031,8197,8,40.7986,23595.86363,1.57556
5205.5,7454.3,341.29947,61990.82031,6510,4,52.4225,13981.94097,1.91131
5164.3,7467.2,370.02164,500112.875,6488,16,-45.291,111541.6919,0.69402
5166.9,7473.5,422.14468,127287.5859,9441,10,29.924,28068.02889,1.6782
5188.8,7473.9,545.09198,54190.10547,2670,3,82.7895,12485.84636,2.18163
5193,7465.5,367.00769,307779.0313,6681,18,92.9683,70853.99609,0.89039
5207.3,7465.9,370.22458,410747.2188,5633,18,-15.9044,92581.67129,0.75555
5207.4,7463.7,521.03754,26196.12305,3336,2,-7.54063,5996.2372,3.46169
5210.6,7467.6,490.03418,145799.8906,7378,7,24.5161,32475.22784,1.37652
5194.9,7470.9,334.8364,199307.1563,7679,12,53.432,45719.10917,1.05408
5213,7463.9,442.81934,205506.6094,2416,7,8.86294,47747.86505,1.00835
5223.4,7221.9,323.60596,46831.07422,9682,3,-76.9887,10388.78301,2.83388
5213.1,7385,378.08548,49675.45313,3434,4,1.50107,11237.90696,2.22579
5216.9,7435,347.0296,192783.6406,9882,13,126.464,42886.43096,1.1133
5218.7,7464.2,405.66101,66923.375,5024,5,21.6901,15387.41249,1.90512
5217.7,7466.4,450.12646,49451.35547,1726,4,78.094,11023.42781,2.19946
5220.5,7313,518.49536,68249.60938,3056,4,-36.0278,15243.15654,2.21371
5223,7390.9,458.28067,44741.94922,3693,3,10.5399,10188.9153,2.45919
5223.8,7365.9,641.00464,187803.75,1440,11,-58.8018,42909.91507,1.28777
5225.7,7408.6,362.45761,486519.5938,9581,17,57.3647,108863.0403,0.70841
5223.4,7451.7,427.99026,255235.125,7181,12,14.1842,58760.77909,1.05133
5213.2,7474.8,374.2243,60039.95313,6968,5,79.2763,13743.53543,2.11011
5182.6,7475,462.21301,25068.34766,5059,2,-1.55701,5851.3532,3.17338
5188,7475,414.29886,267581.8125,6253,18,98.5523,60662.8879,0.9762
5178.9,7479,388.58905,214817,7395,13,36.8502,47791.31858,1.08598
5199.1,7481.1,534.04504,59879.95313,4989,5,296.937,13357.17811,2.62356
5219.8,7476,369.37479,61019.64844,9855,3,-11.5359,13661.48846,2.24166
5171.6,7482,442.27164,19156.20898,7260,1,167.197,4404.42435,3.48801
5201.5,7483.3,1211.89087,62251.96094,1,2,385,11606.0977,3.61451
5162.6,7485.7,410.74374,74169.03125,4056,5,77.9316,16854.88994,1.77932
5163.8,7484.8,375.98465,27963.07617,5673,2,-66.9717,6065.75906,3.43726
5170.8,7486,387.93347,423701.0938,4901,20,114.044,96988.60403,0.70277
5213.9,7486.1,407.54703,8507.32422,4050,1,44.8878,1924.4415,5.54329
5217.3,7485.3,419.6185,784284.125,8951,20,-84.8736,179675.6284,0.60994
5221.6,7487.7,345.05194,11234.70117,8120,1,56.0995,2607.70699,4.67604
5223.9,7486.8,605.25012,16342.94531,2191,1,-94.5011,3565.06776,4.51736
5231.1,7212.7,316.8912,14736.89551,9679,1,-94.1267,3235.44729,5.35684
5234.4,7248.6,1207.2981,24557.72461,69,1,-24,3980.12438,4.16401
5230.6,7361,386.5896,123691.5,6411,7,-103.788,27719.76712,1.64299
5232.8,7369,382.56241,108399.625,3821,6,-16.4873,24948.99377,1.48129
5241.7,7352.8,380.85748,77004.9375,9189,5,14.3306,17297.42683,2.11635
5233.9,7435.1,378.7334,12322.33105,4433,1,262.685,2694.52096,4.7322
5237.4,7401.8,371.01035,156559.7188,9599,11,111.193,34752.15242,1.26804
5241.6,7438.3,439.09122,63449.32031,7021,6,208.995,14536.64155,1.98426
5241.7,7440.2,544.07477,67146.67188,3148,3,250.88,14468.43518,2.04265
5239.6,7461,341.42102,333030.3125,6611,16,22.6981,75819.03459,0.84753
5243.9,7462.6,694.81458,20182.26953,2465,2,161.813,4660.83261,4.02876
5244.4,7451.4,334.44431,56575.79297,8653,4,50.3496,12376.80984,2.1085
5262.7,7255.5,354.89252,78253.8125,9413,5,-42.3642,17410.30829,2.09373
5248.1,7387.6,389.17468,9952.88574,9152,1,-51.2557,2141.21253,6.45823
5247.5,7419.2,373.27261,171769.0469,5588,9,-31.9537,37874.51522,1.2217
5251.8,7434.1,561.07318,48783.8125,2658,4,149.557,10736.18043,2.38366
5255.8,7432.9,476.9267,571258.3125,4355,19,-23.8845,130276.819,0.62676
5257.9,7427,506.78961,230953.5,4753,8,-22.1394,52266.96822,0.97412
5265.9,7442.3,457.64819,28875.58984,2214,2,-12.055,6607.37893,3.04512
5282.5,7393.5,403.59686,9697.14063,7830,1,-28.6002,1805.40343,6.7323
5270.6,7438.4,424.10208,164833.875,7626,9,287.39,36994.15241,1.22468
5274.9,7442.5,382.31757,10513.06055,5086,1,195.024,2377.8165,5.04072
5279.8,7448.6,565.6084,75558.82031,722,4,224.374,16521.70296,1.9995
5252.1,7456.4,483.7796,201216.0625,2196,11,80.5958,46155.8618,1.1506
5285.4,7456,562.74579,133193.4844,1678,7,2.11641,30226.13106,1.37019
5252.7,7460.1,483.57458,329208.5,3362,11,-61.7337,75362.75736,0.86484
5292.7,7430.4,341.27652,47150.96484,7752,3,-85.1332,10520.89506,2.59396
5495.6,3853.3,370.18466,10881.53711,2800,1,-136.77,2301.01525,5.80679
6342.2,3706.8,451.81177,92984.07031,1083,7,-94.8339,20833.48275,1.77718
6342.5,3698.5,419.82022,242445.6875,1093,18,-101.72,53858.26718,1.09607
6343.8,3713.7,448.82755,14327.03613,1091,1,-110.748,3150.49892,4.74617
5503.9,5944.6,314.25018,38583.48438,7494,2,-235.204,8671.00799,3.42845
5880.5,4891.4,361.58203,30764.34375,3688,3,66.3847,7069.16494,3.00475
5312,7340.5,382.62628,57103.71484,9671,5,245.505,12868.38654,2.1463
6072.5,7345.3,309.14471,13420.38281,9980,1,193.464,3009.07276,4.3454
5347.1,7380.8,337.36475,21759.76172,6325,2,87.4226,4873.48954,3.56291
6072,7350.3,324.40198,139928.6563,9969,10,192.464,31565.72978,1.2565
6101.2,7158.7,366.77963,11996.71289,9853,1,-95.5359,2707.14085,6.73857
6562.5,4835.8,433.76025,45229.45703,1628,4,-54.902,10174.45803,2.51539
6899.8,5051.5,614.20319,6747.91992,490,1,84.112,1513.14473,7.43215
6975.9,6171.3,397.41211,302277.5,2425,13,-302.962,66986.07585,1.14341
6395.2,7335.6,474.40424,159938.2188,2526,10,193.996,35794.00936,1.34282
6395.4,7329,451.86163,55650.75,2540,5,137.268,12261.89808,2.25384
6413.3,7339.4,473.41669,64280.66406,2547,4,223.404,14061.12362,2.26449
6392.9,7340.5,458.64758,32334.66797,2523,2,238.938,7120.631,3.04188
5300.1,7393.2,371.07922,126829.25,7789,12,199.594,28312.32569,1.38462
5321.2,7438.1,357.40005,87925.99219,7290,7,64.7865,20085.71808,1.66595
5300.4,7443.7,699.2868,40537.77344,821,3,305.865,9383.56334,3.53368
5325.5,7443,396.60458,53823.53906,5227,4,1.05683,12357.22374,2.123
5306.8,7461.1,413.70508,276160.1563,4769,18,-18.7952,62703.87277,0.90994
5326.5,7396.7,480.44833,33551.375,3715,3,108.223,7522.79604,2.84565
5333.4,7461.6,350.97003,26065.09766,9951,2,-16.5359,5719.79381,3.70396
5340.9,7449.5,323.25525,40614.98438,9066,2,55.057,9114.12112,2.56777
5371.3,7426.8,392.62228,209016.3438,9208,15,114.205,47068.32529,1.08117
5386.3,7450.8,347.28561,99532.39844,8237,6,48.5136,22491.33688,1.56493
5362.1,7463.4,466.36362,9092.90918,4297,1,118.692,2091.11187,5.83521
5226.7,7471.3,524.04919,81839.08594,3328,4,14.2111,18799.92996,1.61685
5233.3,7473.3,414.50421,28709.78906,2448,2,8.4836,6503.09804,2.91144
5235.2,7470.4,333.62665,183562.3281,8103,10,16.7654,40791.96067,1.18558
5249.3,7471.6,328.3042,104068.0703,8659,5,58.6069,23224.70072,1.47709
5252.5,7472.2,535.09827,203421.1875,7361,10,1.18199,44747.45857,1.19602
5229.8,7476.6,423.66812,471894.2188,6201,20,44.3398,108584.4255,0.71736
5255.1,7468.5,393.37238,108266.2188,4072,9,108.048,24387.61088,1.49367
5259.8,7470.6,348.35696,7443.07568,8866,1,119.482,1703.49877,6.29478
5275.2,7464.8,608.64697,460462.5938,2742,19,232.288,102220.7259,0.7902
5272.8,7475.2,404.98801,9645.2998,4011,1,186.603,2181.14694,5.82336
5234.5,7477.8,592.0014,151565.7188,3006,8,115.023,34202.71041,1.39399
5226.7,7484.8,406.19604,260817.6875,4665,17,85.3797,59646.86718,0.95913
5229.3,7483.2,618.96088,418567.4063,2178,12,271.247,92541.16633,0.80533
5231.1,7479.4,502.32816,99450.77344,2477,6,72.0461,22826.77152,1.61947
5254.3,7480,331.82281,78120.72656,8839,5,66.3244,17444.35672,1.74027
5291.7,7483.5,325.15561,12361.10938,9022,1,214.171,2802.71672,4.24972
5297.4,7481.4,372.01001,305973.875,6376,14,5.07662,69604.22605,0.87258
5262.3,7485.7,351.55383,78638.59375,6448,6,25.4117,17619.59626,1.83179
5270.7,7487.2,363.04626,234025.7031,6058,13,27.0055,53478.28214,1.01634
5288,7487.5,396.7533,395458.625,5720,21,113.124,91471.08734,0.76629
5305.6,7487.5,452.7948,395183.7188,7505,16,18.0122,88675.22752,0.80404
5308.6,7465.2,348.94827,231897.3125,8898,11,-62.146,52542.08854,1.15782
5308.9,7465.7,411.15009,491350.0938,7809,20,-18.0129,108656.492,0.73494
5319.2,7475.2,381.27719,13104.29785,9188,1,62.2878,2912.14687,4.91905
5335.4,7475,525.77051,555433.375,2501,17,208.512,124837.3872,0.66536
5451.2,7466.9,394.23566,47611.42969,9175,4,113.73,10982.14948,2.23939
5378.1,7474.4,546.16296,131691.5156,707,9,181.299,28424.28382,1.66834
5390.4,7476.6,518.44934,86293.51563,3051,5,140.977,19002.19359,1.82975
5420.6,7476.5,380.9758,38437.81641,8051,3,112.743,8742.58164,2.41888
5318.6,7487,430.14288,295122.6875,5791,18,134.78,68495.18546,0.92872
5321.7,7485.3,375.40262,273285.8438,9383,14,56.2557,61835.05826,1.01533
5365.2,7479.1,419.49875,98259.71875,7911,7,127.992,22333.57478,1.53726
5433.2,7486.4,324.56589,9486.19336,9236,1,68.4929,2127.69227,5.8408
5150.1,7488.3,460.61252,82377.125,7895,6,125.677,18432.96077,1.6722
5093.2,7493.5,433.91693,238636.875,7081,14,-22.0589,53026.9484,1.1045
5113.4,7495.9,402.49542,64085.46094,4001,4,27.5299,14716.15569,1.91383
5123.9,7497.1,330.81058,119514.3984,6933,7,-9.85885,26347.64649,1.50083
5143.7,7490.8,378.31204,305133.0313,7409,15,44.1254,68151.68858,0.90086
5235.9,7488.6,499.46918,68258.50781,2484,4,60.1819,15305.76905,1.96485
5264.3,7488.6,470.74838,272261.0938,2521,14,213.9,59736.0994,0.9866
5258.5,7488.8,338.61243,168349.5313,6400,11,15.855,37832.43656,1.27877
5246.8,7489.7,495.04901,14966.77441,5241,1,60.358,3381.16531,4.12956
5244,7491.2,396.84045,476947.7188,6546,15,-59.41,107360.2525,0.7337
5261.6,7491.7,861.56519,40580.43359,264,2,163.951,8617.23951,2.95548
5160.1,7497.1,331.20392,60557.80859,7954,4,30.8369,13369.09287,2.10126
5143.1,7498.4,432.13959,15446.50977,5694,1,52.5179,3483.76467,3.76593
5138.4,7518.7,431.72855,24632,6039,2,-48.4376,5435.76795,3.74515
5152.8,7504.8,436.92297,114705.4141,5312,8,77.8853,25703.07849,1.43898
5179.2,7506.9,420.42645,62695.47656,7212,4,38.1896,13999.4833,2.01125
5153.3,7511.3,336.33569,16756.60742,4898,1,147.98,3878.10083,3.49895
5167,7507.6,454.12619,260902.5,5107,11,141.476,59540.22659,0.91789
5178.7,7507.4,457.54358,22110.82031,3376,2,28.7009,5105.47899,3.57893
5156.2,7510.4,433.55508,266702.3438,3989,11,41.4422,61140.61052,0.89275
5161.4,7514.8,383.32944,200294.1719,5368,12,53.0899,45552.94111,1.06607
5176.7,7513.7,354.46487,42621.76563,5388,3,-26.4799,9515.69476,2.30281
5199.5,7492.3,425.61743,19510.12891,4225,2,102.166,4275.12145,3.38518
5201.7,7493.1,360.43268,147848.1563,5778,10,2.47658,33163.64702,1.35312
5210.5,7493.4,361.8392,15598.62793,9859,1,12.4641,3503.94027,4.72055
5195.7,7494.9,378.13528,306133.7813,8271,14,84.9714,69448.4336,0.86871
5240.9,7493.3,507.21991,191288.1094,6043,8,209.656,43029.34741,1.11809
5251.1,7495,485.00107,57352.92188,6018,3,71.0728,13047.66732,1.99921
5196.7,7498.1,354.20401,90729.5625,5559,6,-13.6299,20225.05581,1.75207
5188.3,7506.6,316.52432,162422.0938,9245,8,38.9069,35820.49934,1.2446
5212.9,7502.4,359.92618,39207.49609,7781,3,15.4367,8610.41652,2.61243
5204,7503.1,375.50421,9433.39453,5127,1,68.9057,2198.99528,5.87377
5213.8,7501.7,352.27512,20336.37109,8611,1,-63.4511,4616.25525,3.95659
5214.9,7498.8,547.8623,211600.8125,3138,9,149.89,47727.38342,1.06706
5191.9,7514.7,401.46426,291730.6875,5681,12,66.2148,66642.32961,0.8508
5214.1,7509.4,507.34784,621359,7034,17,59.4168,141527.2632,0.61729
5221.1,7499.4,459.48969,49574.45313,2709,4,125.322,11101.35605,2.34983
5221.6,7496.8,314.46042,239968.9063,8731,8,-79.3061,54621.3105,1.08351
5245.9,7500,541.85712,316979.8438,864,19,240.079,69647.34597,1.01731
5245.9,7497.9,349.28903,77312.55469,8301,6,66.2576,17381.91101,1.83797
5248.1,7503,444.08261,202756.3438,7227,17,201.548,45536.88403,1.12643
5260.2,7495.7,358.93225,186243.5469,9053,11,127.5,41775.03825,1.13837
5250.3,7502.7,299.24738,25074.66797,8827,2,69.8099,5503.10112,3.24158
5223.7,7509.3,372.67352,151777.8438,5579,5,34.8364,35130.648,1.18469
5229.8,7510.7,435.25845,87419.82031,2365,5,180.874,19848.61075,1.72868
5252.9,7514.3,580.65021,63083.71875,734,5,37.4332,14312.94264,2.21025
5285.4,7496.8,304.6749,14144.37793,9076,1,-6.51423,3151.23059,4.32368
5266.2,7500.6,347.19385,159906.5,8545,7,7.71915,35383.17384,1.27159
5268.2,7505.6,427.06216,683431.8125,7301,20,53.0027,156613.4934,0.56521
5268.8,7511,328.71524,53217.47656,8478,4,151.847,11994.25786,2.04303
5275.2,7507.7,361.93088,349677.0313,9351,12,108.784,80089.72644,0.79173
5271.4,7509.2,374.59146,28010.64063,5555,3,139.277,6165.8951,3.02277
5201.3,7516.4,360.69302,31611.48828,7479,2,10.5012,6975.98584,2.89095
5203.5,7527.7,356.42456,19831.14063,8613,1,-62.3654,4410.5797,3.97489
5209.4,7515.9,583.8454,130472.5078,1627,6,3.07766,29243.72069,1.43113
5209,7516,412.64618,93415.21875,2349,5,92.5634,21209.61947,1.56048
5217.3,7519.7,344.35657,65856.08594,8570,4,-27.209,14351.86885,2.05602
5248.1,7527.8,443.75269,8674.18262,1673,1,113.015,1938.18058,5.67175
5265.1,7526.4,329.34592,338013.9375,8553,16,32.0621,75776.00229,0.8796
5274,7518.6,414.30054,96697.42969,4746,5,50.7101,22249.06028,1.57761
5288.6,7496.9,482.48746,431561.7813,3028,21,117,98320.48929,0.76556
5289.1,7491.3,381.19965,28385.01758,9048,2,244.285,6499.84028,2.83369
5296.1,7493.9,333.936,133669.7656,9642,9,185.171,30085.22637,1.24976
5304,7492.2,320.37305,12456.94336,9126,1,21.6295,2758.18232,5.11063
5293.3,7496.1,572.01422,39549.46484,884,3,148.178,8747.47374,2.93727
5311.7,7500.5,372.59332,107625.8516,9838,8,236.188,24409.56342,1.50728
5339.6,7497.4,374.84833,269457.2188,7851,16,115.813,61787.01844,0.95284
5334.4,7500.6,555.17731,131674.9844,4996,6,119.088,30111.99267,1.41174
5295.6,7505.9,587.88391,466534.2813,2021,20,69.1024,106724.6953,0.70397
5300.9,7503.4,540.65002,10368.25,4973,1,303.593,2306.15608,6.42792
5300.5,7514.3,439.79111,373575.5938,2581,18,299.063,82082.38843,0.8767
5330.5,7504.4,379.24606,125388.2578,8925,8,99.0117,28186.84288,1.34604
5311.2,7506.2,327.81693,200205.5781,8715,11,259.008,44794.85813,1.11242
5336.4,7509.4,359.41922,360439.8438,8580,11,21.2198,80917.87424,0.82533
5345.4,7505.2,377.57092,121371.5391,8504,9,169.961,27711.05788,1.4277
5338.3,7509.5,453.79376,12547.15625,6742,1,140.947,2900.877,5.01979
5304.6,7515,333.15292,86303.59375,9268,5,-190.035,19428.31115,2.37247
